Transaction_ID,Sale_Date,Car_Brand,Car_Model,Model_Year,Car_Type,Engine_Type,Color,Base_Price_NET,Tax_Rate (%),Tax_Amount,Total_Price_GROSS,Discount (%),Final_Price_GROSS,Customer_Age,Customer_Gender,Region,Salesperson_ID,Days_In_Inventory,Campaign_Name,Financed,Financing_Partner,Profit_Margin (%)
T0447,2024-11-29,Toyota,Camry,2024,Sedan,Hybrid,Red,137879,23,31712.17,169591.16999999998,7,157719.79,45,Female,Wroclaw,S163,23,AutumnSales,Yes,LeasingPro,13.49
T0448,2024-03-29,Ford,Mondeo,2023,Hatchback,Electric,Blue,101779,23,23409.17,125188.17,3,121432.52,26,Male,Warsaw,S167,99,Spring2024,Yes,AutoFin,15.06
T0449,2024-10-17,Hyundai,Tucson,2021,SUV,Electric,Blue,105152,23,24184.96,129336.95999999999,7,120283.37,63,Female,Krakow,S143,35,WinterClearance,Yes,CreditPlus,14.0
T0450,2024-08-10,BMW,3 Series,2023,Hatchback,Diesel,Red,113320,23,26063.6,139383.6,3,135202.09,29,Male,Wroclaw,S149,20,None,No,None,14.66
T0451,2024-08-21,Volkswagen,Passat,2020,SUV,Hybrid,Black,121850,23,28025.5,149875.5,10,134887.95,57,Female,Warsaw,S185,13,None,Yes,BankPolska,14.45
T0452,2024-02-17,Toyota,Camry,2023,SUV,Diesel,Blue,226482,23,52090.86,278572.86,0,278572.86,36,Male,Poznan,S186,39,Spring2024,Yes,BankPolska,5.98
T0453,2024-11-07,Toyota,Camry,2024,SUV,Petrol,Black,181634,23,41775.82,223409.82,0,223409.82,25,Female,Krakow,S171,74,SummerDeals,Yes,BankPolska,8.23
T0454,2024-02-21,Hyundai,i30,2020,Hatchback,Diesel,White,120552,23,27726.96,148278.96,5,140865.01,38,Male,Krakow,S180,89,None,No,None,14.22
T0455,2024-11-04,Volkswagen,Tiguan,2021,SUV,Diesel,Blue,180673,23,41554.79,222227.79,7,206671.84,63,Male,Krakow,S132,51,AutumnSales,No,None,19.84
T0456,2024-05-05,Hyundai,Tucson,2024,Sedan,Petrol,Black,133108,23,30614.84,163722.84,5,155536.7,52,Female,Warsaw,S165,61,AutumnSales,No,None,12.0
T0457,2024-07-07,Ford,Focus,2020,Hatchback,Hybrid,Red,234868,23,54019.64,288887.64,5,274443.26,59,Male,Wroclaw,S105,86,SummerDeals,Yes,None,15.39
T0458,2024-03-01,BMW,3 Series,2022,Hatchback,Hybrid,Blue,104068,23,23935.64,128003.64,10,115203.28,50,Male,Warsaw,S182,75,WinterClearance,No,None,16.81
T0459,2024-08-12,Toyota,RAV4,2024,Sedan,Hybrid,Red,133811,23,30776.53,164587.53,10,148128.78,45,Female,Poznan,S133,115,None,No,None,5.09
T0460,2024-03-15,BMW,3 Series,2024,Coupe,Petrol,Gray,208549,23,47966.27,256515.27,0,256515.27,59,Male,Krakow,S171,30,Spring2024,Yes,LeasingPro,15.05
T0461,2024-10-23,Ford,Mondeo,2022,Sedan,Diesel,Red,173504,23,39905.92,213409.91999999998,10,192068.93,33,Male,Poznan,S100,40,None,Yes,None,5.96
T0462,2024-08-30,Hyundai,i30,2024,Coupe,Electric,Gray,190915,23,43910.45,234825.45,5,223084.18,45,Male,Warsaw,S138,17,SummerDeals,Yes,AutoFin,11.58
T0463,2024-04-23,BMW,X5,2023,SUV,Diesel,Blue,142119,23,32687.37,174806.37,7,162569.92,35,Male,Gdansk,S170,46,AutumnSales,Yes,BankPolska,8.71
T0464,2024-08-18,Hyundai,Tucson,2022,Hatchback,Petrol,White,80729,23,18567.67,99296.67,3,96317.77,53,Male,Gdansk,S192,70,Spring2024,Yes,BankPolska,7.39
T0465,2024-03-03,Toyota,Corolla,2022,Coupe,Hybrid,Blue,154685,23,35577.55,190262.55,0,190262.55,37,Male,Warsaw,S175,71,WinterClearance,Yes,AutoFin,14.61
T0466,2024-08-01,BMW,5 Series,2020,Coupe,Diesel,Gray,142303,23,32729.69,175032.69,0,175032.69,39,Female,Krakow,S119,93,AutumnSales,Yes,BankPolska,13.54
T0467,2024-12-07,Ford,Kuga,2024,SUV,Petrol,Black,166976,23,38404.48,205380.48,5,195111.46,44,Male,Wroclaw,S132,96,Spring2024,No,None,8.0
T0468,2024-06-06,Ford,Mondeo,2020,SUV,Diesel,Red,182408,23,41953.84,224361.84,3,217630.98,46,Female,Poznan,S119,37,WinterClearance,No,None,7.72
T0469,2024-11-23,Toyota,RAV4,2024,Hatchback,Petrol,Blue,189158,23,43506.34,232664.34,3,225684.41,52,Male,Wroclaw,S167,91,None,No,None,9.21
T0470,2024-05-08,Hyundai,Tucson,2020,Hatchback,Electric,Gray,126146,23,29013.58,155159.58000000002,0,155159.58,59,Male,Krakow,S150,106,SummerDeals,No,None,13.93
T0471,2024-09-22,Toyota,Camry,2023,Coupe,Electric,Silver,97849,23,22505.27,120354.27,3,116743.64,34,Female,Wroclaw,S190,77,WinterClearance,No,None,10.56
T0472,2024-06-05,Ford,Kuga,2023,Hatchback,Hybrid,Gray,120648,23,27749.04,148397.04,10,133557.34,49,Female,Wroclaw,S175,82,Spring2024,No,None,7.21
T0473,2024-12-07,Ford,Focus,2021,SUV,Hybrid,Gray,90197,23,20745.31,110942.31,5,105395.19,27,Female,Warsaw,S163,7,WinterClearance,Yes,None,5.95
T0474,2024-02-11,Ford,Focus,2022,Sedan,Electric,Silver,237535,23,54633.05,292168.05,3,283403.01,34,Female,Warsaw,S166,7,WinterClearance,Yes,AutoFin,10.98
T0475,2024-08-22,BMW,5 Series,2021,Sedan,Petrol,Red,88490,23,20352.7,108842.7,5,103400.56,27,Male,Wroclaw,S167,117,WinterClearance,No,None,17.98
T0476,2024-02-14,Hyundai,Tucson,2023,SUV,Diesel,Blue,237834,23,54701.82,292535.82,5,277909.03,58,Male,Warsaw,S166,81,Spring2024,Yes,LeasingPro,16.22
T0477,2024-02-25,Volkswagen,Tiguan,2020,Sedan,Petrol,Gray,220199,23,50645.77,270844.77,0,270844.77,40,Female,Poznan,S114,58,AutumnSales,No,None,8.8
T0478,2024-01-13,Toyota,Corolla,2023,Coupe,Hybrid,White,179466,23,41277.18,220743.18,0,220743.18,48,Female,Warsaw,S118,93,WinterClearance,No,None,16.5
T0479,2024-09-24,Ford,Focus,2022,Coupe,Hybrid,Gray,230612,23,53040.76,283652.76,10,255287.48,57,Female,Wroclaw,S191,70,SummerDeals,Yes,CreditPlus,14.75
T0480,2024-04-24,Toyota,Corolla,2020,SUV,Diesel,Silver,187052,23,43021.96,230073.96,0,230073.96,48,Female,Wroclaw,S197,30,SummerDeals,Yes,AutoFin,15.54
T0481,2024-11-02,Volkswagen,Passat,2021,Hatchback,Petrol,Gray,230018,23,52904.14,282922.14,3,274434.48,68,Male,Gdansk,S148,55,AutumnSales,Yes,CreditPlus,16.7
T0482,2024-02-25,Toyota,Camry,2023,Sedan,Hybrid,Red,100539,23,23123.97,123662.97,0,123662.97,38,Female,Krakow,S167,26,SummerDeals,Yes,BankPolska,6.13
T0483,2024-05-04,Volkswagen,Passat,2024,SUV,Diesel,Silver,124205,23,28567.15,152772.15,5,145133.54,37,Male,Wroclaw,S157,17,AutumnSales,No,None,19.5
T0484,2024-08-13,Volkswagen,Tiguan,2023,SUV,Electric,Red,148388,23,34129.24,182517.24,5,173391.38,64,Male,Poznan,S110,26,Spring2024,No,None,11.21
T0485,2024-02-22,Ford,Focus,2023,Coupe,Diesel,Silver,221944,23,51047.12,272991.12,10,245692.01,62,Female,Wroclaw,S172,20,Spring2024,Yes,None,18.74
T0486,2024-03-03,Hyundai,i30,2020,Hatchback,Electric,Black,202714,23,46624.22,249338.22,5,236871.31,25,Female,Krakow,S177,4,AutumnSales,No,None,12.37
T0487,2024-10-09,Toyota,RAV4,2020,SUV,Hybrid,Black,209997,23,48299.31,258296.31,5,245381.49,45,Male,Warsaw,S168,84,WinterClearance,Yes,None,7.67
T0488,2024-12-25,Ford,Focus,2021,Sedan,Diesel,Red,217927,23,50123.21,268050.21,0,268050.21,65,Female,Gdansk,S187,54,WinterClearance,Yes,CreditPlus,15.55
T0489,2024-11-11,Hyundai,Tucson,2020,Coupe,Electric,Blue,89264,23,20530.72,109794.72,5,104304.98,55,Female,Warsaw,S123,80,AutumnSales,No,None,5.29
T0490,2024-01-29,Toyota,Camry,2023,Hatchback,Petrol,Blue,87384,23,20098.32,107482.32,3,104257.85,25,Male,Wroclaw,S149,115,None,No,None,19.55
T0491,2024-01-10,Volkswagen,Tiguan,2020,Sedan,Diesel,Black,242993,23,55888.39,298881.39,5,283937.32,70,Female,Poznan,S185,92,None,Yes,CreditPlus,8.59
T0492,2024-03-13,Volkswagen,Passat,2020,Sedan,Diesel,Silver,85719,23,19715.37,105434.37,5,100162.65,25,Male,Krakow,S161,20,SummerDeals,No,None,18.51
T0493,2024-11-30,Ford,Kuga,2022,Hatchback,Electric,Gray,212963,23,48981.49,261944.49,0,261944.49,43,Male,Warsaw,S195,60,None,No,None,8.11
T0494,2024-10-08,Toyota,Corolla,2024,Sedan,Hybrid,Red,104205,23,23967.15,128172.15,7,119200.1,52,Female,Poznan,S121,86,AutumnSales,No,None,9.95
T0495,2024-12-28,BMW,5 Series,2021,Sedan,Diesel,Blue,205269,23,47211.87,252480.87,3,244906.44,56,Male,Wroclaw,S194,74,Spring2024,Yes,LeasingPro,10.3
T0496,2024-06-08,Volkswagen,Golf,2021,Coupe,Petrol,White,153950,23,35408.5,189358.5,5,179890.57,35,Male,Wroclaw,S141,80,WinterClearance,No,None,8.22
T0497,2024-03-28,Volkswagen,Tiguan,2021,Coupe,Diesel,Silver,139424,23,32067.52,171491.52,0,171491.52,36,Female,Gdansk,S150,109,AutumnSales,No,None,11.85
T0498,2024-07-11,BMW,3 Series,2020,Sedan,Electric,Silver,194455,23,44724.65,239179.65,5,227220.67,64,Female,Gdansk,S132,117,AutumnSales,No,None,13.27
T0499,2024-06-13,BMW,3 Series,2020,Hatchback,Petrol,Blue,69256,23,15928.88,85184.88,10,76666.39,38,Female,Gdansk,S182,60,AutumnSales,Yes,None,5.79
T0500,2024-08-19,Ford,Kuga,2020,Sedan,Hybrid,Red,68765,23,15815.95,84580.95,0,84580.95,38,Male,Krakow,S152,86,WinterClearance,Yes,LeasingPro,13.57
T0501,2024-05-01,Hyundai,i30,2022,Coupe,Hybrid,White,184382,23,42407.86,226789.86,5,215450.37,25,Female,Wroclaw,S132,95,SummerDeals,No,None,10.26
T0502,2024-05-12,Ford,Kuga,2024,Sedan,Hybrid,Silver,202374,23,46546.02,248920.02,0,248920.02,50,Female,Wroclaw,S157,116,SummerDeals,No,None,8.5
T0503,2024-07-12,Volkswagen,Golf,2022,Sedan,Petrol,Red,188588,23,43375.24,231963.24,3,225004.34,59,Female,Warsaw,S156,19,Spring2024,Yes,AutoFin,14.64
T0504,2024-02-13,Toyota,RAV4,2020,Hatchback,Electric,Black,102992,23,23688.16,126680.16,0,126680.16,28,Female,Krakow,S191,39,AutumnSales,Yes,LeasingPro,13.75
T0505,2024-03-10,Ford,Mondeo,2023,Sedan,Electric,Gray,162543,23,37384.89,199927.89,0,199927.89,45,Female,Krakow,S138,67,WinterClearance,Yes,AutoFin,11.51
T0506,2024-02-21,Volkswagen,Passat,2021,Sedan,Petrol,Red,177652,23,40859.96,218511.96,10,196660.76,35,Female,Gdansk,S124,11,SummerDeals,No,None,16.95
T0507,2024-06-27,Volkswagen,Golf,2023,Sedan,Hybrid,Silver,94464,23,21726.72,116190.72,5,110381.18,29,Male,Poznan,S121,86,WinterClearance,No,None,11.12
T0508,2024-05-21,Volkswagen,Tiguan,2022,SUV,Hybrid,White,69370,23,15955.1,85325.1,3,82765.35,44,Male,Poznan,S154,80,Spring2024,No,None,17.42
T0509,2024-07-11,Hyundai,Santa Fe,2020,Sedan,Petrol,White,88405,23,20333.15,108738.15,5,103301.24,70,Female,Krakow,S100,100,WinterClearance,Yes,None,9.87
T0510,2024-07-26,Toyota,Corolla,2024,Hatchback,Electric,Blue,89536,23,20593.28,110129.28,10,99116.35,58,Female,Gdansk,S156,108,WinterClearance,No,None,19.65
T0511,2024-12-30,BMW,5 Series,2021,Coupe,Electric,Black,221465,23,50936.95,272401.95,10,245161.76,43,Male,Warsaw,S102,94,AutumnSales,No,None,9.97
T0512,2024-02-21,BMW,5 Series,2020,SUV,Hybrid,White,75094,23,17271.62,92365.62,3,89594.65,70,Male,Warsaw,S148,28,Spring2024,No,None,10.67
T0513,2024-04-28,Ford,Mondeo,2021,Hatchback,Electric,Gray,244112,23,56145.76,300257.76,0,300257.76,29,Male,Poznan,S114,45,None,Yes,LeasingPro,13.38
T0514,2024-01-09,BMW,X5,2022,Hatchback,Petrol,Red,195890,23,45054.7,240944.7,5,228897.46,65,Male,Gdansk,S193,113,None,Yes,AutoFin,19.6
T0515,2024-11-21,Ford,Kuga,2020,Coupe,Petrol,White,88035,23,20248.05,108283.05,3,105034.56,69,Male,Poznan,S163,116,WinterClearance,Yes,AutoFin,10.95
T0516,2024-01-31,Volkswagen,Tiguan,2020,SUV,Electric,Gray,217922,23,50122.06,268044.06,7,249280.98,31,Male,Gdansk,S181,118,Spring2024,Yes,None,13.5
T0517,2024-11-07,BMW,5 Series,2023,Hatchback,Petrol,Gray,75763,23,17425.49,93188.49,0,93188.49,39,Female,Krakow,S131,34,WinterClearance,No,None,7.46
T0518,2024-06-08,BMW,X5,2021,Sedan,Electric,Silver,160218,23,36850.14,197068.14,0,197068.14,36,Male,Gdansk,S154,26,None,No,None,16.51
T0519,2024-06-12,Volkswagen,Golf,2020,SUV,Electric,Gray,197616,23,45451.68,243067.68,7,226052.94,28,Female,Poznan,S190,89,WinterClearance,No,None,12.34
T0520,2024-05-14,Ford,Mondeo,2024,SUV,Diesel,Silver,155537,23,35773.51,191310.51,3,185571.19,45,Male,Wroclaw,S192,59,None,Yes,CreditPlus,15.22
T0521,2024-05-14,Ford,Kuga,2024,Hatchback,Petrol,Gray,226784,23,52160.32,278944.32,0,278944.32,42,Male,Warsaw,S150,81,AutumnSales,No,None,19.48
T0522,2024-01-25,BMW,X5,2021,Coupe,Diesel,White,164342,23,37798.66,202140.66,7,187990.81,48,Male,Krakow,S190,86,None,Yes,BankPolska,11.09
T0523,2024-06-03,Ford,Focus,2022,Sedan,Hybrid,Blue,244712,23,56283.76,300995.76,0,300995.76,29,Male,Warsaw,S124,56,SummerDeals,Yes,BankPolska,12.96
T0524,2024-01-04,Volkswagen,Golf,2024,Hatchback,Petrol,Blue,149603,23,34408.69,184011.69,5,174811.11,57,Male,Gdansk,S105,45,AutumnSales,No,None,6.82
T0525,2024-06-18,Volkswagen,Golf,2022,Coupe,Electric,Blue,234736,23,53989.28,288725.28,5,274289.02,38,Male,Poznan,S115,57,None,Yes,BankPolska,15.88
T0526,2024-01-27,Volkswagen,Golf,2024,Sedan,Diesel,White,96632,23,22225.36,118857.36,0,118857.36,65,Male,Poznan,S198,37,None,No,None,10.34
T0527,2024-11-18,BMW,5 Series,2023,Hatchback,Diesel,Gray,128394,23,29530.62,157924.62,10,142132.16,64,Female,Gdansk,S198,78,None,Yes,BankPolska,15.53
T0528,2024-08-27,Toyota,Corolla,2020,Hatchback,Hybrid,Silver,111279,23,25594.17,136873.16999999998,3,132766.97,70,Female,Gdansk,S192,1,AutumnSales,Yes,None,17.13
T0529,2024-11-27,BMW,3 Series,2022,Sedan,Electric,Silver,135448,23,31153.04,166601.04,5,158270.99,52,Male,Wroclaw,S126,30,WinterClearance,No,None,15.77
T0530,2024-05-02,Volkswagen,Passat,2023,Hatchback,Electric,White,199691,23,45928.93,245619.93,5,233338.93,64,Male,Warsaw,S140,51,AutumnSales,No,None,5.79
T0531,2024-05-14,Toyota,Camry,2021,SUV,Petrol,Black,120407,23,27693.61,148100.61,3,143657.59,67,Male,Gdansk,S107,61,None,Yes,CreditPlus,10.32
T0532,2024-10-24,Ford,Focus,2024,Coupe,Electric,Red,146529,23,33701.67,180230.66999999998,7,167614.52,25,Female,Krakow,S181,83,Spring2024,No,None,5.25
T0533,2024-09-18,Volkswagen,Tiguan,2022,Coupe,Diesel,Silver,160293,23,36867.39,197160.39,5,187302.37,28,Female,Poznan,S197,63,None,Yes,CreditPlus,17.4
T0534,2024-05-07,BMW,3 Series,2023,Sedan,Electric,White,239838,23,55162.74,295000.74,7,274350.69,41,Female,Warsaw,S158,42,AutumnSales,Yes,AutoFin,8.95
T0535,2024-09-20,Hyundai,Santa Fe,2020,Sedan,Petrol,Black,180958,23,41620.34,222578.34,7,206997.86,44,Male,Krakow,S125,43,Spring2024,No,None,17.13
T0536,2024-01-26,BMW,X5,2021,Sedan,Diesel,White,149564,23,34399.72,183963.72,7,171086.26,49,Male,Poznan,S177,77,WinterClearance,Yes,None,15.07
T0537,2024-02-18,Hyundai,Santa Fe,2024,SUV,Petrol,Gray,117247,23,26966.81,144213.81,10,129792.43,69,Female,Krakow,S120,10,WinterClearance,No,None,8.59
T0538,2024-06-26,Hyundai,i30,2023,Sedan,Electric,Gray,131740,23,30300.2,162040.2,0,162040.2,34,Female,Gdansk,S115,104,None,No,None,15.17
T0539,2024-05-27,Hyundai,Tucson,2023,Hatchback,Hybrid,Black,127073,23,29226.79,156299.79,10,140669.81,29,Female,Gdansk,S140,73,SummerDeals,Yes,BankPolska,13.29
T0540,2024-10-16,Volkswagen,Golf,2023,Hatchback,Diesel,Blue,156324,23,35954.52,192278.52,0,192278.52,53,Female,Gdansk,S119,29,None,No,None,13.03
T0541,2024-05-24,Toyota,Corolla,2023,Sedan,Petrol,Silver,111114,23,25556.22,136670.22,5,129836.71,30,Female,Krakow,S126,13,WinterClearance,No,None,6.18
T0542,2024-10-19,BMW,5 Series,2021,SUV,Petrol,Blue,135684,23,31207.32,166891.32,0,166891.32,66,Male,Krakow,S103,100,WinterClearance,Yes,CreditPlus,5.81
T0543,2024-04-17,Ford,Kuga,2021,SUV,Electric,Silver,202705,23,46622.15,249327.15,5,236860.79,28,Female,Gdansk,S195,97,Spring2024,Yes,BankPolska,10.49
T0544,2024-04-13,Hyundai,Santa Fe,2022,Coupe,Petrol,Blue,103855,23,23886.65,127741.65,0,127741.65,26,Male,Krakow,S190,29,WinterClearance,No,None,19.63
T0545,2024-05-14,BMW,5 Series,2022,SUV,Hybrid,Blue,214483,23,49331.09,263814.08999999997,7,245347.1,49,Female,Poznan,S183,15,Spring2024,Yes,None,6.87
T0546,2024-03-02,Toyota,Corolla,2020,Sedan,Electric,Blue,105726,23,24316.98,130042.98,3,126141.69,60,Male,Poznan,S101,108,Spring2024,No,None,11.5
T0547,2024-09-18,Hyundai,Santa Fe,2023,Sedan,Electric,Red,84083,23,19339.09,103422.09,5,98250.99,49,Female,Wroclaw,S141,61,SummerDeals,Yes,AutoFin,14.44
T0548,2024-08-18,Volkswagen,Tiguan,2021,Sedan,Hybrid,Black,116769,23,26856.87,143625.87,5,136444.58,62,Female,Warsaw,S150,5,None,No,None,16.01
T0549,2024-04-06,BMW,3 Series,2024,Coupe,Hybrid,Black,65539,23,15073.97,80612.97,0,80612.97,43,Male,Warsaw,S165,8,AutumnSales,Yes,None,5.23
T0550,2024-05-10,Hyundai,i30,2021,Hatchback,Diesel,Black,224523,23,51640.29,276163.29,0,276163.29,36,Male,Gdansk,S141,28,None,No,None,9.81
T0551,2024-07-15,Toyota,RAV4,2021,Hatchback,Hybrid,White,83982,23,19315.86,103297.86,3,100198.92,51,Male,Warsaw,S186,113,AutumnSales,No,None,19.81
T0552,2024-12-22,Ford,Mondeo,2024,Coupe,Petrol,White,174334,23,40096.82,214430.82,0,214430.82,52,Male,Krakow,S162,15,SummerDeals,Yes,None,6.57
T0553,2024-02-17,BMW,X5,2023,Sedan,Hybrid,Silver,87890,23,20214.7,108104.7,5,102699.46,31,Male,Gdansk,S103,9,SummerDeals,No,None,19.19
T0554,2024-03-10,Toyota,Corolla,2021,Sedan,Diesel,Silver,78594,23,18076.62,96670.62,10,87003.56,57,Female,Warsaw,S183,74,None,No,None,10.3
T0555,2024-05-24,Toyota,Camry,2024,Hatchback,Petrol,Silver,82269,23,18921.87,101190.87,0,101190.87,37,Female,Gdansk,S111,101,Spring2024,No,None,13.82
T0556,2024-05-04,Volkswagen,Tiguan,2023,Sedan,Diesel,White,190565,23,43829.95,234394.95,0,234394.95,50,Female,Gdansk,S179,116,WinterClearance,No,None,5.31
T0557,2024-03-22,BMW,5 Series,2021,Hatchback,Hybrid,Silver,101271,23,23292.33,124563.33,7,115843.9,68,Male,Gdansk,S147,37,None,No,None,16.72
T0558,2024-04-07,Hyundai,Tucson,2020,Hatchback,Diesel,Blue,142995,23,32888.85,175883.85,0,175883.85,68,Male,Poznan,S179,115,WinterClearance,Yes,LeasingPro,18.25
T0559,2024-10-20,Toyota,RAV4,2020,Sedan,Electric,White,135031,23,31057.13,166088.13,7,154461.96,32,Male,Poznan,S185,38,SummerDeals,No,None,12.04
T0560,2024-12-09,Volkswagen,Golf,2022,Sedan,Diesel,Red,176032,23,40487.36,216519.36,10,194867.42,38,Male,Wroclaw,S159,67,AutumnSales,No,None,19.23
T0561,2024-11-27,Toyota,Corolla,2020,Coupe,Diesel,Black,86138,23,19811.74,105949.74,10,95354.77,62,Female,Poznan,S149,120,SummerDeals,No,None,17.26
T0562,2024-08-09,Ford,Focus,2020,Sedan,Hybrid,Black,235309,23,54121.07,289430.07,3,280747.17,53,Female,Poznan,S101,113,AutumnSales,Yes,None,9.98
T0563,2024-04-10,Ford,Focus,2024,Hatchback,Diesel,Gray,163201,23,37536.23,200737.23,0,200737.23,65,Male,Krakow,S108,48,SummerDeals,No,None,5.43
T0564,2024-07-24,Volkswagen,Golf,2024,SUV,Hybrid,Silver,207624,23,47753.52,255377.52,7,237501.09,55,Male,Gdansk,S128,20,None,Yes,BankPolska,16.76
T0565,2024-12-17,Ford,Focus,2021,Hatchback,Electric,Black,113754,23,26163.42,139917.41999999998,10,125925.68,32,Male,Gdansk,S168,60,AutumnSales,No,None,12.9
T0566,2024-08-18,Hyundai,Santa Fe,2023,Coupe,Electric,Blue,190043,23,43709.89,233752.89,7,217390.19,49,Male,Krakow,S138,7,WinterClearance,Yes,BankPolska,12.89
T0567,2024-11-05,Ford,Kuga,2022,Hatchback,Electric,Blue,184392,23,42410.16,226802.16,7,210926.01,68,Male,Poznan,S157,100,WinterClearance,No,None,7.98
T0568,2024-08-25,BMW,5 Series,2024,Hatchback,Petrol,White,146515,23,33698.45,180213.45,10,162192.11,25,Female,Krakow,S178,78,None,No,None,19.41
T0569,2024-01-02,Ford,Focus,2020,Coupe,Hybrid,Blue,229695,23,52829.85,282524.85,5,268398.61,69,Female,Wroclaw,S161,37,None,No,None,9.83
T0570,2024-11-19,BMW,X5,2021,Hatchback,Diesel,Silver,124422,23,28617.06,153039.06,10,137735.15,69,Male,Poznan,S121,82,Spring2024,No,None,16.39
T0571,2024-10-15,BMW,X5,2023,Hatchback,Petrol,Silver,130857,23,30097.11,160954.11,5,152906.4,30,Male,Gdansk,S186,18,WinterClearance,Yes,AutoFin,5.64
T0572,2024-05-19,Toyota,Camry,2022,Sedan,Electric,Red,215559,23,49578.57,265137.57,5,251880.69,63,Male,Wroclaw,S146,49,SummerDeals,No,None,12.8
T0573,2024-06-15,Volkswagen,Tiguan,2023,Hatchback,Petrol,Gray,228861,23,52638.03,281499.03,0,281499.03,43,Male,Krakow,S128,1,WinterClearance,Yes,None,18.87
T0574,2024-12-26,Ford,Kuga,2023,Sedan,Electric,Gray,206228,23,47432.44,253660.44,10,228294.4,27,Female,Gdansk,S187,71,WinterClearance,Yes,AutoFin,16.67
T0575,2024-07-15,Toyota,RAV4,2021,Sedan,Electric,White,184065,23,42334.95,226399.95,3,219607.95,26,Female,Wroclaw,S154,56,AutumnSales,No,None,6.02
T0576,2024-04-11,Ford,Kuga,2022,Sedan,Diesel,Gray,174935,23,40235.05,215170.05,0,215170.05,52,Female,Wroclaw,S196,13,SummerDeals,Yes,BankPolska,6.34
T0577,2024-10-31,Ford,Focus,2021,Coupe,Electric,Blue,241602,23,55568.46,297170.46,10,267453.41,27,Male,Gdansk,S121,10,SummerDeals,Yes,CreditPlus,8.54
T0578,2024-05-27,Ford,Mondeo,2022,Sedan,Electric,Blue,165449,23,38053.27,203502.27,7,189257.11,41,Female,Wroclaw,S183,36,WinterClearance,No,None,17.6
T0579,2024-10-26,Ford,Kuga,2022,Sedan,Electric,Blue,183061,23,42104.03,225165.03,5,213906.78,57,Female,Poznan,S154,71,SummerDeals,Yes,BankPolska,6.35
T0580,2024-11-30,Toyota,Camry,2021,Coupe,Diesel,Gray,188813,23,43426.99,232239.99,10,209015.99,67,Male,Krakow,S157,44,None,Yes,AutoFin,6.51
T0581,2024-09-28,BMW,3 Series,2024,Sedan,Electric,Silver,65312,23,15021.76,80333.76,5,76317.07,52,Male,Krakow,S110,81,Spring2024,Yes,LeasingPro,10.25
T0582,2024-06-28,Ford,Mondeo,2022,Coupe,Electric,Gray,208784,23,48020.32,256804.32,0,256804.32,59,Male,Poznan,S190,32,None,Yes,CreditPlus,17.11
T0583,2024-02-25,Toyota,Corolla,2022,Sedan,Electric,Red,83431,23,19189.13,102620.13,5,97489.12,61,Male,Poznan,S135,37,AutumnSales,No,None,7.89
T0584,2024-07-27,Toyota,Corolla,2024,Coupe,Electric,Black,156978,23,36104.94,193082.94,0,193082.94,39,Female,Krakow,S171,118,SummerDeals,No,None,17.16
T0585,2024-08-09,Ford,Kuga,2024,Hatchback,Electric,Red,153314,23,35262.22,188576.22,3,182918.93,58,Male,Gdansk,S157,68,SummerDeals,No,None,17.33
T0586,2024-05-11,Volkswagen,Tiguan,2020,Hatchback,Hybrid,Black,139441,23,32071.43,171512.43,3,166367.06,34,Male,Krakow,S129,87,SummerDeals,No,None,18.97
T0587,2024-09-18,Hyundai,Santa Fe,2023,Sedan,Electric,Blue,200053,23,46012.19,246065.19,5,233761.93,41,Male,Wroclaw,S172,40,None,Yes,CreditPlus,18.53
T0588,2024-05-09,Volkswagen,Golf,2021,Hatchback,Hybrid,Silver,160587,23,36935.01,197522.01,5,187645.91,32,Male,Warsaw,S118,84,WinterClearance,Yes,AutoFin,17.26
T0589,2024-03-18,BMW,5 Series,2021,SUV,Diesel,Black,201359,23,46312.57,247671.57,0,247671.57,48,Female,Wroclaw,S164,118,Spring2024,Yes,BankPolska,12.71
T0590,2024-04-28,BMW,X5,2021,Hatchback,Diesel,Black,161953,23,37249.19,199202.19,5,189242.08,59,Male,Poznan,S164,2,Spring2024,No,None,12.84
T0591,2024-05-10,Ford,Focus,2021,SUV,Diesel,Gray,129760,23,29844.8,159604.8,0,159604.8,66,Male,Poznan,S169,42,AutumnSales,No,None,17.19
T0592,2024-05-13,Volkswagen,Passat,2024,Sedan,Hybrid,Silver,167251,23,38467.73,205718.73,0,205718.73,69,Male,Krakow,S189,112,Spring2024,No,None,6.36
T0593,2024-04-03,Toyota,Corolla,2021,SUV,Electric,White,87047,23,20020.81,107067.81,7,99573.06,65,Male,Gdansk,S109,86,SummerDeals,Yes,BankPolska,10.74
T0594,2024-06-27,Volkswagen,Passat,2023,Sedan,Petrol,Gray,83658,23,19241.34,102899.34,5,97754.37,31,Female,Poznan,S178,60,None,Yes,AutoFin,10.53
T0595,2024-06-15,Toyota,Camry,2020,SUV,Electric,Black,136956,23,31499.88,168455.88,7,156663.97,58,Male,Warsaw,S118,1,Spring2024,No,None,8.71
T0596,2024-02-26,Ford,Kuga,2021,Hatchback,Petrol,Gray,229738,23,52839.74,282577.74,10,254319.97,57,Male,Gdansk,S163,76,WinterClearance,No,None,10.3
T0597,2024-06-08,Volkswagen,Passat,2024,Coupe,Electric,White,237161,23,54547.03,291708.03,0,291708.03,36,Female,Warsaw,S133,28,WinterClearance,No,None,12.15
